./positive/00061.jpg 1 0 0 91 91
./positive/00202.jpg 1 0 0 65 69
./positive/00092.jpg 1 0 0 115 113
./positive/00075.jpg 1 0 0 43 43
./positive/00087.jpg 1 0 0 160 160
./positive/00005.jpg 1 0 0 86 86
./positive/00033.jpg 1 0 0 138 125
./positive/00183.jpg 1 0 0 50 50
./positive/00203.jpg 1 0 0 107 108
./positive/00017.jpg 1 0 0 99 103
./positive/00229.jpg 1 0 0 67 64
./positive/00205.jpg 1 0 0 96 87
./positive/00004.jpg 1 0 0 116 99
./positive/00154.jpg 1 0 0 149 130
./positive/00113.jpg 1 0 0 76 72
./positive/00211.jpg 1 0 0 194 189
./positive/00188.jpg 1 0 0 147 144
./positive/00185.jpg 1 0 0 87 98
./positive/00201.jpg 1 0 0 82 78
./positive/00070.jpg 1 0 0 55 49
./positive/00161.jpg 1 0 0 179 178
./positive/00023.jpg 1 0 0 131 132
./positive/00244.jpg 1 0 0 105 106
./positive/00242.jpg 1 0 0 60 55
./positive/00022.jpg 1 0 0 147 140
./positive/00206.jpg 1 0 0 85 88
./positive/00016.jpg 1 0 0 225 224
./positive/00245.jpg 1 0 0 174 171
./positive/00180.jpg 1 0 0 68 69
./positive/00191.jpg 1 0 0 98 94
./positive/00140.jpg 1 0 0 137 132
./positive/00118.jpg 1 0 0 155 166
./positive/00085.jpg 1 0 0 102 99
./positive/00231.jpg 1 0 0 106 100
./positive/00179.jpg 1 0 0 109 114
./positive/00094.jpg 1 0 0 107 109
./positive/00149.jpg 1 0 0 257 263
./positive/00219.jpg 1 0 0 124 109
./positive/00002.jpg 1 0 0 101 118
./positive/00235.jpg 1 0 0 174 174
./positive/00080.jpg 1 0 0 153 102
./positive/00106.jpg 1 0 0 101 106
./positive/00144.jpg 1 0 0 131 125
./positive/00166.jpg 1 0 0 147 151
./positive/00172.jpg 1 0 0 74 66
./positive/00124.jpg 1 0 0 57 60
./positive/00125.jpg 1 0 0 101 114
./positive/00241.jpg 1 0 0 66 59
./positive/00116.jpg 1 0 0 131 129
./positive/00073.jpg 1 0 0 47 52
./positive/00056.jpg 1 0 0 230 219
./positive/00182.jpg 1 0 0 121 123
./positive/00236.jpg 1 0 0 34 45
./positive/00008.jpg 1 0 0 225 225
./positive/00233.jpg 1 0 0 125 157
./positive/00058.jpg 1 0 0 133 121
./positive/00210.jpg 1 0 0 107 112
./positive/00181.jpg 1 0 0 205 199
./positive/00074.jpg 1 0 0 99 100
./positive/00012.jpg 1 0 0 126 112
./positive/00078.jpg 1 0 0 121 107
./positive/00160.jpg 1 0 0 106 92
./positive/00030.jpg 1 0 0 138 160
./positive/00044.jpg 1 0 0 225 225
./positive/00091.jpg 1 0 0 59 57
./positive/00018.jpg 1 0 0 158 154
./positive/00131.jpg 1 0 0 61 65
./positive/00163.jpg 1 0 0 78 75
./positive/00019.jpg 1 0 0 146 143
./positive/00065.jpg 1 0 0 152 151
./positive/00102.jpg 1 0 0 43 45
./positive/00015.jpg 1 0 0 111 112
./positive/00011.jpg 1 0 0 128 144
./positive/00108.jpg 1 0 0 102 99
./positive/00216.jpg 1 0 0 68 102
./positive/00158.jpg 1 0 0 178 181
./positive/00134.jpg 1 0 0 201 195
./positive/00164.jpg 1 0 0 125 100
./positive/00104.jpg 1 0 0 82 82
./positive/00095.jpg 1 0 0 103 94
./positive/00109.jpg 1 0 0 118 216
./positive/00081.jpg 1 0 0 88 97
./positive/00152.jpg 1 0 0 108 217
./positive/00145.jpg 1 0 0 94 101
./positive/00155.jpg 1 0 0 169 151
./positive/00136.jpg 1 0 0 32 33
./positive/00176.jpg 1 0 0 124 112
./positive/00128.jpg 1 0 0 128 158
./positive/00117.jpg 1 0 0 159 152
./positive/00237.jpg 1 0 0 162 158
./positive/00043.jpg 1 0 0 151 139
./positive/00130.jpg 1 0 0 117 118
./positive/00240.jpg 1 0 0 88 89
./positive/00238.jpg 1 0 0 99 98
./positive/00174.jpg 1 0 0 138 144
./positive/00150.jpg 1 0 0 60 67
./positive/00195.jpg 1 0 0 81 75
./positive/00007.jpg 1 0 0 164 155
./positive/00168.jpg 1 0 0 181 177
./positive/00123.jpg 1 0 0 115 107
./positive/00121.jpg 1 0 0 195 169
./positive/00096.jpg 1 0 0 153 159
./positive/00069.jpg 1 0 0 201 178
./positive/00197.jpg 1 0 0 51 55
./positive/00051.jpg 1 0 0 275 183
./positive/00139.jpg 1 0 0 62 54
./positive/00223.jpg 1 0 0 93 87
./positive/00105.jpg 1 0 0 68 63
./positive/00055.jpg 1 0 0 155 152
./positive/00147.jpg 1 0 0 88 90
./positive/00048.jpg 1 0 0 227 222
./positive/00027.jpg 1 0 0 159 165
./positive/00014.jpg 1 0 0 118 121
./positive/00220.jpg 1 0 0 166 166
./positive/00239.jpg 1 0 0 49 50
./positive/00214.jpg 1 0 0 109 110
./positive/00173.jpg 1 0 0 89 83
./positive/00122.jpg 1 0 0 103 84
./positive/00110.jpg 1 0 0 80 81
./positive/00001.jpg 1 0 0 131 138
./positive/00159.jpg 1 0 0 76 75
./positive/00200.jpg 1 0 0 97 108
